epic_id,epic_title,phase,epic_priority,story_id,story_title,persona,story_value,story_priority,story_points,depends_on,acceptance_criteria,task_id,task_title,component,task_estimate_days
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0403,Conversation persistence,Learner,keep durable chat history per notebook,P0,5,US-0201,Conversation/message order is deterministic. | User can only open conversations in permitted notebook. | Feedback can be recorded per assistant message.,US-0403-T04,Add pagination/order tests,Test,1
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T01,Implement WS token issuance,Core,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T02,Implement WebSocket handshake/auth/origin validation,Core,3
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T03,Implement client command parser and protocol envelope,Core,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T04,Implement Core -> FastAPI internal streaming client,Core,3
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T05,Implement FastAPI chat stream endpoint,AI,3
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T06,Implement sequence allocation + Redis replay buffer,Core,3
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T07,Implement cancel/reconnect/resume behavior,Core,3
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T08,Build typed WebSocket client and chat UI,Web,4
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0404,Production WebSocket chat,Learner,receive streamed AI answers and recover from transient connection loss,P0,13,US-0402;US-0403,Short-lived token authorizes exactly one permitted conversation. | Duplicate requestId does not create a second message. | Client can cancel and resume from buffered sequence. | Final message/citations remain durable after stream completion.,US-0404-T09,Add WS integration/concurrency tests,Test,4
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0405,Reranking and RAG evaluation gate,Platform,improve retrieval only when evaluation demonstrates value,P1,8,US-0401,Versioned eval dataset can compare baseline and candidate retrieval configs. | Release report includes retrieval and citation metrics plus latency/cost.,US-0405-T01,Create representative eval dataset format,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0405,Reranking and RAG evaluation gate,Platform,improve retrieval only when evaluation demonstrates value,P1,8,US-0401,Versioned eval dataset can compare baseline and candidate retrieval configs. | Release report includes retrieval and citation metrics plus latency/cost.,US-0405-T02,Implement Recall@K/MRR/NDCG/context precision scripts,AI,3
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0405,Reranking and RAG evaluation gate,Platform,improve retrieval only when evaluation demonstrates value,P1,8,US-0401,Versioned eval dataset can compare baseline and candidate retrieval configs. | Release report includes retrieval and citation metrics plus latency/cost.,US-0405-T03,Add optional reranker adapter,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0405,Reranking and RAG evaluation gate,Platform,improve retrieval only when evaluation demonstrates value,P1,8,US-0401,Versioned eval dataset can compare baseline and candidate retrieval configs. | Release report includes retrieval and citation metrics plus latency/cost.,US-0405-T04,Version retrieval configuration,AI,1
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0405,Reranking and RAG evaluation gate,Platform,improve retrieval only when evaluation demonstrates value,P1,8,US-0401,Versioned eval dataset can compare baseline and candidate retrieval configs. | Release report includes retrieval and citation metrics plus latency/cost.,US-0405-T05,Add CI/offline eval command and report artifact,DevOps,2
E5,Notes & Studio,Sprint 8-9,P1,US-0501,Source-linked notes,Learner,save knowledge with provenance instead of losing it in chat history,P1,5,US-0403,Note belongs to notebook/user and may reference valid citations. | Cross-notebook citation attachment is rejected.,US-0501-T01,Implement Note/NoteCitation entities,Core,2
E5,Notes & Studio,Sprint 8-9,P1,US-0501,Source-linked notes,Learner,save knowledge with provenance instead of losing it in chat history,P1,5,US-0403,Note belongs to notebook/user and may reference valid citations. | Cross-notebook citation attachment is rejected.,US-0501-T02,Implement notes CRUD and authorization,Core,2
E5,Notes & Studio,Sprint 8-9,P1,US-0501,Source-linked notes,Learner,save knowledge with provenance instead of losing it in chat history,P1,5,US-0403,Note belongs to notebook/user and may reference valid citations. | Cross-notebook citation attachment is rejected.,US-0501-T03,Build note editor with citation chips,Web,2
E5,Notes & Studio,Sprint 8-9,P1,US-0501,Source-linked notes,Learner,save knowledge with provenance instead of losing it in chat history,P1,5,US-0403,Note belongs to notebook/user and may reference valid citations. | Cross-notebook citation attachment is rejected.,US-0501-T04,Add ownership/provenance tests,Test,1
E5,Notes & Studio,Sprint 8-9,P1,US-0502,Artifact job framework,Learner,request generated study artifacts without blocking HTTP,P1,8,US-0302;US-0402,Generation request returns 202/job state. | Duplicate idempotency key returns same logical job. | Failure and retry status is visible.,US-0502-T01,Implement ArtifactJob aggregate,Core,2
E5,Notes & Studio,Sprint 8-9,P1,US-0502,Artifact job framework,Learner,request generated study artifacts without blocking HTTP,P1,8,US-0302;US-0402,Generation request returns 202/job state. | Duplicate idempotency key returns same logical job. | Failure and retry status is visible.,US-0502-T02,Implement artifact generation endpoints/outbox,Core,2
E5,Notes & Studio,Sprint 8-9,P1,US-0502,Artifact job framework,Learner,request generated study artifacts without blocking HTTP,P1,8,US-0302;US-0402,Generation request returns 202/job state. | Duplicate idempotency key returns same logical job. | Failure and retry status is visible.,US-0502-T03,Implement artifact worker dispatch,Worker,2
E5,Notes & Studio,Sprint 8-9,P1,US-0502,Artifact job framework,Learner,request generated study artifacts without blocking HTTP,P1,8,US-0302;US-0402,Generation request returns 202/job state. | Duplicate idempotency key returns same logical job. | Failure and retry status is visible.,US-0502-T04,Implement AI structured artifact contract,AI,2
E5,Notes & Studio,Sprint 8-9,P1,US-0502,Artifact job framework,Learner,request generated study artifacts without blocking HTTP,P1,8,US-0302;US-0402,Generation request returns 202/job state. | Duplicate idempotency key returns same logical job. | Failure and retry status is visible.,US-0502-T05,Implement job status endpoint/UI,Web,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0601,Grounded quiz generation,Learner,practice exactly the concepts supported by my selected sources,P0,8,US-0502,Question includes concept/source provenance. | Server rejects malformed/unsupported generated question payload. | Answer key is not exposed before completion where inappropriate.,US-0601-T01,Implement quiz generation prompt/schema,AI,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0601,Grounded quiz generation,Learner,practice exactly the concepts supported by my selected sources,P0,8,US-0502,Question includes concept/source provenance. | Server rejects malformed/unsupported generated question payload. | Answer key is not exposed before completion where inappropriate.,US-0601-T02,Implement quiz persistence mapper/validator,Core,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0601,Grounded quiz generation,Learner,practice exactly the concepts supported by my selected sources,P0,8,US-0502,Question includes concept/source provenance. | Server rejects malformed/unsupported generated question payload. | Answer key is not exposed before completion where inappropriate.,US-0601-T03,Implement question-concept/source linkage,Database,1
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0601,Grounded quiz generation,Learner,practice exactly the concepts supported by my selected sources,P0,8,US-0502,Question includes concept/source provenance. | Server rejects malformed/unsupported generated question payload. | Answer key is not exposed before completion where inappropriate.,US-0601-T04,Build quiz rendering UI,Web,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0601,Grounded quiz generation,Learner,practice exactly the concepts supported by my selected sources,P0,8,US-0502,Question includes concept/source provenance. | Server rejects malformed/unsupported generated question payload. | Answer key is not exposed before completion where inappropriate.,US-0601-T05,Add groundedness/schema tests,Test,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0602,Quiz attempt and scoring,Learner,complete a quiz and receive consistent results,P0,8,US-0601,Attempt can save/replace answers until completion. | Complete is idempotent and locks final score. | Objective questions score deterministically.,US-0602-T01,Implement QuizAttempt/QuizAnswer aggregates,Core,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0602,Quiz attempt and scoring,Learner,complete a quiz and receive consistent results,P0,8,US-0601,Attempt can save/replace answers until completion. | Complete is idempotent and locks final score. | Objective questions score deterministically.,US-0602-T02,Implement start/save/complete endpoints,Core,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0602,Quiz attempt and scoring,Learner,complete a quiz and receive consistent results,P0,8,US-0601,Attempt can save/replace answers until completion. | Complete is idempotent and locks final score. | Objective questions score deterministically.,US-0602-T03,Implement deterministic scoring strategies,Core,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0602,Quiz attempt and scoring,Learner,complete a quiz and receive consistent results,P0,8,US-0601,Attempt can save/replace answers until completion. | Complete is idempotent and locks final score. | Objective questions score deterministically.,US-0602-T04,Build attempt/result UI,Web,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0602,Quiz attempt and scoring,Learner,complete a quiz and receive consistent results,P0,8,US-0601,Attempt can save/replace answers until completion. | Complete is idempotent and locks final score. | Objective questions score deterministically.,US-0602-T05,Add duplicate-complete and authorization tests,Test,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0603,Flashcard generation,Learner,turn source concepts into reviewable recall prompts,P0,5,US-0502,Generated cards preserve source/chunk/concept provenance where available. | Duplicate generation does not silently duplicate same job.,US-0603-T01,Implement flashcard generation schema/prompt,AI,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0603,Flashcard generation,Learner,turn source concepts into reviewable recall prompts,P0,5,US-0502,Generated cards preserve source/chunk/concept provenance where available. | Duplicate generation does not silently duplicate same job.,US-0603-T02,Persist deck/cards and provenance,Core,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0603,Flashcard generation,Learner,turn source concepts into reviewable recall prompts,P0,5,US-0502,Generated cards preserve source/chunk/concept provenance where available. | Duplicate generation does not silently duplicate same job.,US-0603-T03,Build deck/card UI,Web,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0604,Spaced review scheduler,Learner,review cards at deterministic due times based on my history,P0,8,US-0603,Queue returns only current user due cards. | Grade produces deterministic next state/date. | Concurrent duplicate review cannot be applied twice.,US-0604-T01,Define ReviewScheduler interface/state model,Core,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0604,Spaced review scheduler,Learner,review cards at deterministic due times based on my history,P0,8,US-0603,Queue returns only current user due cards. | Grade produces deterministic next state/date. | Concurrent duplicate review cannot be applied twice.,US-0604-T02,Implement initial validated scheduling algorithm,Core,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0604,Spaced review scheduler,Learner,review cards at deterministic due times based on my history,P0,8,US-0603,Queue returns only current user due cards. | Grade produces deterministic next state/date. | Concurrent duplicate review cannot be applied twice.,US-0604-T03,Implement review queue query,Core,2
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0604,Spaced review scheduler,Learner,review cards at deterministic due times based on my history,P0,8,US-0603,Queue returns only current user due cards. | Grade produces deterministic next state/date. | Concurrent duplicate review cannot be applied twice.,US-0604-T04,Implement grade transaction/history,Core,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0604,Spaced review scheduler,Learner,review cards at deterministic due times based on my history,P0,8,US-0603,Queue returns only current user due cards. | Grade produces deterministic next state/date. | Concurrent duplicate review cannot be applied twice.,US-0604-T05,Build review UI,Web,3
E6,Quiz & Flashcard Active Learning,Sprint 9-11,P0,US-0604,Spaced review scheduler,Learner,review cards at deterministic due times based on my history,P0,8,US-0603,Queue returns only current user due cards. | Grade produces deterministic next state/date. | Concurrent duplicate review cannot be applied twice.,US-0604-T06,Add property/unit tests for scheduler,Test,3
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0701,Mastery evidence from quiz,Learner,have demonstrated quiz performance update my learning state,P0,8,US-0602;US-0305,Quiz completion creates evidence per covered concept. | Mastery and confidence update is explainable from stored evidence. | Repeating completion does not duplicate evidence.,US-0701-T01,Define mastery update algorithm v0,Core,3
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0701,Mastery evidence from quiz,Learner,have demonstrated quiz performance update my learning state,P0,8,US-0602;US-0305,Quiz completion creates evidence per covered concept. | Mastery and confidence update is explainable from stored evidence. | Repeating completion does not duplicate evidence.,US-0701-T02,Implement MasteryEvidence append model,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0701,Mastery evidence from quiz,Learner,have demonstrated quiz performance update my learning state,P0,8,US-0602;US-0305,Quiz completion creates evidence per covered concept. | Mastery and confidence update is explainable from stored evidence. | Repeating completion does not duplicate evidence.,US-0701-T03,Implement mastery projection update with concurrency control,Core,3
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0701,Mastery evidence from quiz,Learner,have demonstrated quiz performance update my learning state,P0,8,US-0602;US-0305,Quiz completion creates evidence per covered concept. | Mastery and confidence update is explainable from stored evidence. | Repeating completion does not duplicate evidence.,US-0701-T04,Wire quiz completion to evidence,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0701,Mastery evidence from quiz,Learner,have demonstrated quiz performance update my learning state,P0,8,US-0602;US-0305,Quiz completion creates evidence per covered concept. | Mastery and confidence update is explainable from stored evidence. | Repeating completion does not duplicate evidence.,US-0701-T05,Add algorithm examples/golden tests,Test,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0702,Retention evidence from flashcard reviews,Learner,have delayed recall affect mastery more than passive viewing,P0,5,US-0604;US-0701,Concept-linked review creates weighted evidence. | Immediate repeated reviews do not unrealistically inflate mastery.,US-0702-T01,Define recall evidence weighting rule,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0702,Retention evidence from flashcard reviews,Learner,have delayed recall affect mastery more than passive viewing,P0,5,US-0604;US-0701,Concept-linked review creates weighted evidence. | Immediate repeated reviews do not unrealistically inflate mastery.,US-0702-T02,Wire review transaction to mastery evidence,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0702,Retention evidence from flashcard reviews,Learner,have delayed recall affect mastery more than passive viewing,P0,5,US-0604;US-0701,Concept-linked review creates weighted evidence. | Immediate repeated reviews do not unrealistically inflate mastery.,US-0702-T03,Add delayed/immediate review tests,Test,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0703,Mastery and concept APIs,Learner,"see what I know, what is uncertain and why",P0,5,US-0701,"Mastery API returns score, confidence, evidence count and last evidence time. | Concept API returns notebook-scoped concept relationships.",US-0703-T01,Implement concept projection query,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0703,Mastery and concept APIs,Learner,"see what I know, what is uncertain and why",P0,5,US-0701,"Mastery API returns score, confidence, evidence count and last evidence time. | Concept API returns notebook-scoped concept relationships.",US-0703-T02,Implement mastery query endpoint,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0703,Mastery and concept APIs,Learner,"see what I know, what is uncertain and why",P0,5,US-0701,"Mastery API returns score, confidence, evidence count and last evidence time. | Concept API returns notebook-scoped concept relationships.",US-0703-T03,Build mastery/weak-concepts UI,Web,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0704,Explainable recommendation engine v0,Learner,"know the best next learning action based on goal, gaps and review urgency",P1,8,US-0702;US-0202,Recommendation priority uses transparent rules/weights. | Every recommendation includes reason factors. | Engine never recommends inaccessible notebook/source.,US-0704-T01,Define candidate action model and score weights,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0704,Explainable recommendation engine v0,Learner,"know the best next learning action based on goal, gaps and review urgency",P1,8,US-0702;US-0202,Recommendation priority uses transparent rules/weights. | Every recommendation includes reason factors. | Engine never recommends inaccessible notebook/source.,US-0704-T02,Implement recommendation generation service,Core,3
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0704,Explainable recommendation engine v0,Learner,"know the best next learning action based on goal, gaps and review urgency",P1,8,US-0702;US-0202,Recommendation priority uses transparent rules/weights. | Every recommendation includes reason factors. | Engine never recommends inaccessible notebook/source.,US-0704-T03,Persist recommendation snapshot/reason JSON,Database,1
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0704,Explainable recommendation engine v0,Learner,"know the best next learning action based on goal, gaps and review urgency",P1,8,US-0702;US-0202,Recommendation priority uses transparent rules/weights. | Every recommendation includes reason factors. | Engine never recommends inaccessible notebook/source.,US-0704-T04,Implement recommendations endpoint,Core,2
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0704,Explainable recommendation engine v0,Learner,"know the best next learning action based on goal, gaps and review urgency",P1,8,US-0702;US-0202,Recommendation priority uses transparent rules/weights. | Every recommendation includes reason factors. | Engine never recommends inaccessible notebook/source.,US-0704-T05,Build Today/Next Action UI,Web,3
E7,Learning State & Adaptive Recommendations,Sprint 10-12,P0,US-0704,Explainable recommendation engine v0,Learner,"know the best next learning action based on goal, gaps and review urgency",P1,8,US-0702;US-0202,Recommendation priority uses transparent rules/weights. | Every recommendation includes reason factors. | Engine never recommends inaccessible notebook/source.,US-0704-T06,Add explainability/authorization tests,Test,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0801,YouTube source and transcript pipeline,Language learner,import a video as a timestamped learning source when transcript access is available,P1,8,US-0302,URL is classified as YOUTUBE and remains tenant scoped. | Transcript provider abstraction returns timestamped segments or explicit unavailable state. | Provider failure does not fabricate transcript text.,US-0801-T01,Implement YouTube URL classifier/metadata parser,Worker,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0801,YouTube source and transcript pipeline,Language learner,import a video as a timestamped learning source when transcript access is available,P1,8,US-0302,URL is classified as YOUTUBE and remains tenant scoped. | Transcript provider abstraction returns timestamped segments or explicit unavailable state. | Provider failure does not fabricate transcript text.,US-0801-T02,Define TranscriptProvider abstraction,Worker,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0801,YouTube source and transcript pipeline,Language learner,import a video as a timestamped learning source when transcript access is available,P1,8,US-0302,URL is classified as YOUTUBE and remains tenant scoped. | Transcript provider abstraction returns timestamped segments or explicit unavailable state. | Provider failure does not fabricate transcript text.,US-0801-T03,Implement first permitted/manual provider adapter,Worker,3
E8,YouTube Language Lab,Sprint 12-13,P1,US-0801,YouTube source and transcript pipeline,Language learner,import a video as a timestamped learning source when transcript access is available,P1,8,US-0302,URL is classified as YOUTUBE and remains tenant scoped. | Transcript provider abstraction returns timestamped segments or explicit unavailable state. | Provider failure does not fabricate transcript text.,US-0801-T04,Persist transcript segments,Database,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0801,YouTube source and transcript pipeline,Language learner,import a video as a timestamped learning source when transcript access is available,P1,8,US-0302,URL is classified as YOUTUBE and remains tenant scoped. | Transcript provider abstraction returns timestamped segments or explicit unavailable state. | Provider failure does not fabricate transcript text.,US-0801-T05,Publish transcript ready/failure events,Worker,1
E8,YouTube Language Lab,Sprint 12-13,P1,US-0802,Transcript learning UI,Language learner,navigate video and transcript together,P1,5,US-0801,Transcript displays timestamped segments. | Selecting a segment can seek video and launch analysis.,US-0802-T01,Implement transcript REST endpoint,Core,1
E8,YouTube Language Lab,Sprint 12-13,P1,US-0802,Transcript learning UI,Language learner,navigate video and transcript together,P1,5,US-0801,Transcript displays timestamped segments. | Selecting a segment can seek video and launch analysis.,US-0802-T02,Build synchronized video/transcript panel,Web,3
E8,YouTube Language Lab,Sprint 12-13,P1,US-0802,Transcript learning UI,Language learner,navigate video and transcript together,P1,5,US-0801,Transcript displays timestamped segments. | Selecting a segment can seek video and launch analysis.,US-0802-T03,Add segment selection/seek behavior,Web,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0803,Sentence translation/vocabulary/grammar analysis,Language learner,understand a selected authentic sentence without switching tools,P1,8,US-0802;US-0402,"Analysis returns structured translation, vocabulary and grammar fields. | AI receives learner level and source sentence as data, not authority. | Invalid model output is rejected/retried/fails safely.",US-0803-T01,Implement language analysis Pydantic schemas,AI,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0803,Sentence translation/vocabulary/grammar analysis,Language learner,understand a selected authentic sentence without switching tools,P1,8,US-0802;US-0402,"Analysis returns structured translation, vocabulary and grammar fields. | AI receives learner level and source sentence as data, not authority. | Invalid model output is rejected/retried/fails safely.",US-0803-T02,Implement language prompt/model route,AI,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0803,Sentence translation/vocabulary/grammar analysis,Language learner,understand a selected authentic sentence without switching tools,P1,8,US-0802;US-0402,"Analysis returns structured translation, vocabulary and grammar fields. | AI receives learner level and source sentence as data, not authority. | Invalid model output is rejected/retried/fails safely.",US-0803-T03,Implement Core language endpoint/AI client,Core,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0803,Sentence translation/vocabulary/grammar analysis,Language learner,understand a selected authentic sentence without switching tools,P1,8,US-0802;US-0402,"Analysis returns structured translation, vocabulary and grammar fields. | AI receives learner level and source sentence as data, not authority. | Invalid model output is rejected/retried/fails safely.",US-0803-T04,Build analysis panel UI,Web,3
E8,YouTube Language Lab,Sprint 12-13,P1,US-0803,Sentence translation/vocabulary/grammar analysis,Language learner,understand a selected authentic sentence without switching tools,P1,8,US-0802;US-0402,"Analysis returns structured translation, vocabulary and grammar fields. | AI receives learner level and source sentence as data, not authority. | Invalid model output is rejected/retried/fails safely.",US-0803-T05,Add structured-output tests,Test,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0804,Save vocabulary to review,Language learner,save a useful word/phrase with context and optionally create a flashcard,P1,5,US-0803;US-0604,Saved item retains source/segment context. | Create-flashcard uses the existing Review module and scheduler.,US-0804-T01,Implement VocabularyItem aggregate/repository,Core,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0804,Save vocabulary to review,Language learner,save a useful word/phrase with context and optionally create a flashcard,P1,5,US-0803;US-0604,Saved item retains source/segment context. | Create-flashcard uses the existing Review module and scheduler.,US-0804-T02,Implement vocabulary REST endpoints,Core,1
E8,YouTube Language Lab,Sprint 12-13,P1,US-0804,Save vocabulary to review,Language learner,save a useful word/phrase with context and optionally create a flashcard,P1,5,US-0803;US-0604,Saved item retains source/segment context. | Create-flashcard uses the existing Review module and scheduler.,US-0804-T03,Implement vocabulary-to-flashcard application port,Core,2
E8,YouTube Language Lab,Sprint 12-13,P1,US-0804,Save vocabulary to review,Language learner,save a useful word/phrase with context and optionally create a flashcard,P1,5,US-0803;US-0604,Saved item retains source/segment context. | Create-flashcard uses the existing Review module and scheduler.,US-0804-T04,Build save/review UX,Web,2
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0901,Socratic tutor mode,Learner,be guided by questions rather than receiving an immediate answer,P1,8,US-0404;US-0703,Mode uses notebook evidence and learner state context. | Tutor can ask/follow up but cannot mutate mastery merely by conversation.,US-0901-T01,Define tutor state contract,AI,2
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0901,Socratic tutor mode,Learner,be guided by questions rather than receiving an immediate answer,P1,8,US-0404;US-0703,Mode uses notebook evidence and learner state context. | Tutor can ask/follow up but cannot mutate mastery merely by conversation.,US-0901-T02,Implement Socratic workflow,AI,3
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0901,Socratic tutor mode,Learner,be guided by questions rather than receiving an immediate answer,P1,8,US-0404;US-0703,Mode uses notebook evidence and learner state context. | Tutor can ask/follow up but cannot mutate mastery merely by conversation.,US-0901-T03,Add mode handling in conversation protocol,Core,2
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0901,Socratic tutor mode,Learner,be guided by questions rather than receiving an immediate answer,P1,8,US-0404;US-0703,Mode uses notebook evidence and learner state context. | Tutor can ask/follow up but cannot mutate mastery merely by conversation.,US-0901-T04,Build tutor mode selector/UX,Web,2
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0901,Socratic tutor mode,Learner,be guided by questions rather than receiving an immediate answer,P1,8,US-0404;US-0703,Mode uses notebook evidence and learner state context. | Tutor can ask/follow up but cannot mutate mastery merely by conversation.,US-0901-T05,Add groundedness/tutor behavior tests,Test,2
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0902,Feynman evaluation mode,Learner,explain a concept and receive structured feedback on gaps/misconceptions,P1,8,US-0901,AI returns structured rubric with correct/missing/misconception sections. | Any mastery evidence from rubric is conservative and must pass Core validation.,US-0902-T01,Define Feynman rubric schema,AI,2
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0902,Feynman evaluation mode,Learner,explain a concept and receive structured feedback on gaps/misconceptions,P1,8,US-0901,AI returns structured rubric with correct/missing/misconception sections. | Any mastery evidence from rubric is conservative and must pass Core validation.,US-0902-T02,Implement grounded Feynman evaluator,AI,3
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0902,Feynman evaluation mode,Learner,explain a concept and receive structured feedback on gaps/misconceptions,P1,8,US-0901,AI returns structured rubric with correct/missing/misconception sections. | Any mastery evidence from rubric is conservative and must pass Core validation.,US-0902-T03,Define Core evidence policy for rubric scores,Core,2
E9,Adaptive Tutor Modes,Sprint 14,P1,US-0902,Feynman evaluation mode,Learner,explain a concept and receive structured feedback on gaps/misconceptions,P1,8,US-0901,AI returns structured rubric with correct/missing/misconception sections. | Any mastery evidence from rubric is conservative and must pass Core validation.,US-0902-T04,Add evaluation calibration fixtures,Test,2
E10,"Observability, Security & Production",Sprint 0-16,P0,US-1001,Distributed tracing and structured logs,Operator,"trace one user action across Core, AI, RabbitMQ and workers",P0,8,US-0001,"HTTP/internal HTTP/RabbitMQ spans share trace context. | Logs include service, environment, traceId and safe resource identifiers. | Raw secrets/source content are not logged by default.",US-1001-T01,Add OpenTelemetry to Core,Observability,2
E10,"Observability, Security & Production",Sprint 0-16,P0,US-1001,Distributed tracing and structured logs,Operator,"trace one user action across Core, AI, RabbitMQ and workers",P0,8,US-0001,"HTTP/internal HTTP/RabbitMQ spans share trace context. | Logs include service, environment, traceId and safe resource identifiers. | Raw secrets/source content are not logged by default.",US-1001-T02,Add OpenTelemetry to FastAPI/worker,Observability,2
